Mã,Tên,Cấp,Mã TP,Tỉnh / Thành Phố
28360,Xã Cái Bè,Xã,82,Tỉnh Đồng Tháp
28366,Xã Hậu Mỹ,Xã,82,Tỉnh Đồng Tháp
28378,Xã Mỹ Thiện,Xã,82,Tỉnh Đồng Tháp
28393,Xã Hội Cư,Xã,82,Tỉnh Đồng Tháp
28405,Xã Mỹ Đức Tây,Xã,82,Tỉnh Đồng Tháp
28414,Xã Mỹ Lợi,Xã,82,Tỉnh Đồng Tháp
28426,Xã Thanh Hưng,Xã,82,Tỉnh Đồng Tháp
28429,Xã An Hữu,Xã,82,Tỉnh Đồng Tháp
28435,Phường Mỹ Phước Tây,Phường,82,Tỉnh Đồng Tháp
28436,Phường Thanh Hòa,Phường,82,Tỉnh Đồng Tháp
28439,Phường Cai Lậy,Phường,82,Tỉnh Đồng Tháp
28444,Xã Thạnh Phú,Xã,82,Tỉnh Đồng Tháp
28456,Xã Mỹ Thành,Xã,82,Tỉnh Đồng Tháp
28468,Xã Tân Phú,Xã,82,Tỉnh Đồng Tháp
28471,Xã Bình Phú,Xã,82,Tỉnh Đồng Tháp
28477,Phường Nhị Quý,Phường,82,Tỉnh Đồng Tháp
28501,Xã Hiệp Đức,Xã,82,Tỉnh Đồng Tháp
28504,Xã Long Tiên,Xã,82,Tỉnh Đồng Tháp
28516,Xã Ngũ Hiệp,Xã,82,Tỉnh Đồng Tháp
28519,Xã Châu Thành,Xã,82,Tỉnh Đồng Tháp
28525,Xã Tân Hương,Xã,82,Tỉnh Đồng Tháp
28537,Xã Long Hưng,Xã,82,Tỉnh Đồng Tháp
28543,Xã Long Định,Xã,82,Tỉnh Đồng Tháp
28564,Xã Bình Trưng,Xã,82,Tỉnh Đồng Tháp
28576,Xã Vĩnh Kim,Xã,82,Tỉnh Đồng Tháp
28582,Xã Kim Sơn,Xã,82,Tỉnh Đồng Tháp
28594,Xã Chợ Gạo,Xã,82,Tỉnh Đồng Tháp
28603,Xã Mỹ Tịnh An,Xã,82,Tỉnh Đồng Tháp
28615,Xã Lương Hòa Lạc,Xã,82,Tỉnh Đồng Tháp
28627,Xã Tân Thuận Bình,Xã,82,Tỉnh Đồng Tháp
28633,Xã An Thạnh Thủy,Xã,82,Tỉnh Đồng Tháp
28648,Xã Bình Ninh,Xã,82,Tỉnh Đồng Tháp
28651,Xã Vĩnh Bình,Xã,82,Tỉnh Đồng Tháp
28660,Xã Đồng Sơn,Xã,82,Tỉnh Đồng Tháp
28663,Xã Phú Thành,Xã,82,Tỉnh Đồng Tháp
28678,Xã Vĩnh Hựu,Xã,82,Tỉnh Đồng Tháp
28687,Xã Long Bình,Xã,82,Tỉnh Đồng Tháp
28693,Xã Tân Thới,Xã,82,Tỉnh Đồng Tháp
28696,Xã Tân Phú Đông,Xã,82,Tỉnh Đồng Tháp
28702,Xã Tân Hòa,Xã,82,Tỉnh Đồng Tháp
28720,Xã Gia Thuận,Xã,82,Tỉnh Đồng Tháp
28723,Xã Tân Đông,Xã,82,Tỉnh Đồng Tháp
28729,Phường Sơn Qui,Phường,82,Tỉnh Đồng Tháp
28738,Xã Tân Điền,Xã,82,Tỉnh Đồng Tháp
28747,Xã Gò Công Đông,Xã,82,Tỉnh Đồng Tháp
29869,Phường Cao Lãnh,Phường,82,Tỉnh Đồng Tháp
29884,Phường Mỹ Ngãi,Phường,82,Tỉnh Đồng Tháp
29888,Phường Mỹ Trà,Phường,82,Tỉnh Đồng Tháp
29905,Phường Sa Đéc,Phường,82,Tỉnh Đồng Tháp
29926,Xã Tân Hồng,Xã,82,Tỉnh Đồng Tháp
29929,Xã Tân Hộ Cơ,Xã,82,Tỉnh Đồng Tháp
29938,Xã Tân Thành,Xã,82,Tỉnh Đồng Tháp
29944,Xã An Phước,Xã,82,Tỉnh Đồng Tháp
29954,Phường An Bình,Phường,82,Tỉnh Đồng Tháp
29955,Phường Hồng Ngự,Phường,82,Tỉnh Đồng Tháp
29971,Xã Thường Phước,Xã,82,Tỉnh Đồng Tháp
29978,Phường Thường Lạc,Phường,82,Tỉnh Đồng Tháp
29983,Xã Long Khánh,Xã,82,Tỉnh Đồng Tháp
29992,Xã Long Phú Thuận,Xã,82,Tỉnh Đồng Tháp
30001,Xã Tràm Chim,Xã,82,Tỉnh Đồng Tháp
30010,Xã Tam Nông,Xã,82,Tỉnh Đồng Tháp
30019,Xã An Hòa,Xã,82,Tỉnh Đồng Tháp
30025,Xã Phú Cường,Xã,82,Tỉnh Đồng Tháp
30028,Xã An Long,Xã,82,Tỉnh Đồng Tháp
30034,Xã Phú Thọ,Xã,82,Tỉnh Đồng Tháp
30037,Xã Tháp Mười,Xã,82,Tỉnh Đồng Tháp
30043,Xã Phương Thịnh,Xã,82,Tỉnh Đồng Tháp
30046,Xã Trường Xuân,Xã,82,Tỉnh Đồng Tháp
30055,Xã Mỹ Quí,Xã,82,Tỉnh Đồng Tháp
30061,Xã Đốc Binh Kiều,Xã,82,Tỉnh Đồng Tháp
30073,Xã Thanh Mỹ,Xã,82,Tỉnh Đồng Tháp
30076,Xã Mỹ Thọ,Xã,82,Tỉnh Đồng Tháp
30085,Xã Ba Sao,Xã,82,Tỉnh Đồng Tháp
30088,Xã Phong Mỹ,Xã,82,Tỉnh Đồng Tháp
30112,Xã Mỹ Hiệp,Xã,82,Tỉnh Đồng Tháp
30118,Xã Bình Hàng Trung,Xã,82,Tỉnh Đồng Tháp
30130,Xã Thanh Bình,Xã,82,Tỉnh Đồng Tháp
30154,Xã Tân Long,Xã,82,Tỉnh Đồng Tháp
30157,Xã Tân Thạnh,Xã,82,Tỉnh Đồng Tháp
30163,Xã Bình Thành,Xã,82,Tỉnh Đồng Tháp
30169,Xã Lấp Vò,Xã,82,Tỉnh Đồng Tháp
30178,Xã Mỹ An Hưng,Xã,82,Tỉnh Đồng Tháp
30184,Xã Tân Khánh Trung,Xã,82,Tỉnh Đồng Tháp
30208,Xã Hòa Long,Xã,82,Tỉnh Đồng Tháp
30214,Xã Tân Dương,Xã,82,Tỉnh Đồng Tháp
30226,Xã Lai Vung,Xã,82,Tỉnh Đồng Tháp
30235,Xã Phong Hòa,Xã,82,Tỉnh Đồng Tháp
30244,Xã Phú Hựu,Xã,82,Tỉnh Đồng Tháp
30253,Xã Tân Nhuận Đông,Xã,82,Tỉnh Đồng Tháp
30259,Xã Tân Phú Trung,Xã,82,Tỉnh Đồng Tháp
28756,Phường Phú Khương,Phường,86,Tỉnh Vĩnh Long
28777,Phường An Hội,Phường,86,Tỉnh Vĩnh Long
28783,Phường Sơn Đông,Phường,86,Tỉnh Vĩnh Long
28789,Phường Bến Tre,Phường,86,Tỉnh Vĩnh Long
28807,Xã Giao Long,Xã,86,Tỉnh Vĩnh Long
28810,Xã Phú Túc,Xã,86,Tỉnh Vĩnh Long
28840,Xã Tân Phú,Xã,86,Tỉnh Vĩnh Long
28858,Phường Phú Tân,Phường,86,Tỉnh Vĩnh Long
28861,Xã Tiên Thủy,Xã,86,Tỉnh Vĩnh Long
28870,Xã Chợ Lách,Xã,86,Tỉnh Vĩnh Long
28879,Xã Phú Phụng,Xã,86,Tỉnh Vĩnh Long
28894,Xã Vĩnh Thành,Xã,86,Tỉnh Vĩnh Long
28901,Xã Hưng Khánh Trung,Xã,86,Tỉnh Vĩnh Long
28903,Xã Mỏ Cày,Xã,86,Tỉnh Vĩnh Long
28915,Xã Phước Mỹ Trung,Xã,86,Tỉnh Vĩnh Long
28921,Xã Tân Thành Bình,Xã,86,Tỉnh Vĩnh Long
28945,Xã Đồng Khởi,Xã,86,Tỉnh Vĩnh Long
28948,Xã Nhuận Phú Tân,Xã,86,Tỉnh Vĩnh Long
28957,Xã An Định,Xã,86,Tỉnh Vĩnh Long
28969,Xã Thành Thới,Xã,86,Tỉnh Vĩnh Long
28981,Xã Hương Mỹ,Xã,86,Tỉnh Vĩnh Long
28984,Xã Giồng Trôm,Xã,86,Tỉnh Vĩnh Long
28987,Xã Lương Hòa,Xã,86,Tỉnh Vĩnh Long
28993,Xã Lương Phú,Xã,86,Tỉnh Vĩnh Long
28996,Xã Châu Hòa,Xã,86,Tỉnh Vĩnh Long
29020,Xã Phước Long,Xã,86,Tỉnh Vĩnh Long
29029,Xã Tân Hào,Xã,86,Tỉnh Vĩnh Long
29044,Xã Hưng Nhượng,Xã,86,Tỉnh Vĩnh Long
29050,Xã Bình Đại,Xã,86,Tỉnh Vĩnh Long
29062,Xã Phú Thuận,Xã,86,Tỉnh Vĩnh Long
29077,Xã Lộc Thuận,Xã,86,Tỉnh Vĩnh Long
29083,Xã Châu Hưng,Xã,86,Tỉnh Vĩnh Long
29089,Xã Thạnh Trị,Xã,86,Tỉnh Vĩnh Long
29104,Xã Thạnh Phước,Xã,86,Tỉnh Vĩnh Long
29107,Xã Thới Thuận,Xã,86,Tỉnh Vĩnh Long
29110,Xã Ba Tri,Xã,86,Tỉnh Vĩnh Long
29122,Xã Mỹ Chánh Hòa,Xã,86,Tỉnh Vĩnh Long
29125,Xã Bảo Thạnh,Xã,86,Tỉnh Vĩnh Long
29137,Xã Tân Xuân,Xã,86,Tỉnh Vĩnh Long
29143,Xã An Ngãi Trung,Xã,86,Tỉnh Vĩnh Long
29158,Xã An Hiệp,Xã,86,Tỉnh Vĩnh Long
29167,Xã Tân Thủy,Xã,86,Tỉnh Vĩnh Long
29182,Xã Thạnh Phú,Xã,86,Tỉnh Vĩnh Long
29191,Xã Quới Điền,Xã,86,Tỉnh Vĩnh Long
29194,Xã Đại Điền,Xã,86,Tỉnh Vĩnh Long
29221,Xã Thạnh Hải,Xã,86,Tỉnh Vĩnh Long
29224,Xã An Qui,Xã,86,Tỉnh Vĩnh Long
29227,Xã Thạnh Phong,Xã,86,Tỉnh Vĩnh Long
29242,Phường Trà Vinh,Phường,86,Tỉnh Vĩnh Long
29254,Phường Nguyệt Hóa,Phường,86,Tỉnh Vĩnh Long
29263,Phường Long Đức,Phường,86,Tỉnh Vĩnh Long
29266,Xã Càng Long,Xã,86,Tỉnh Vĩnh Long
29275,Xã An Trường,Xã,86,Tỉnh Vĩnh Long
29278,Xã Tân An,Xã,86,Tỉnh Vĩnh Long
29287,Xã Bình Phú,Xã,86,Tỉnh Vĩnh Long
29302,Xã Nhị Long,Xã,86,Tỉnh Vĩnh Long
29308,Xã Cầu Kè,Xã,86,Tỉnh Vĩnh Long
29317,Xã An Phú Tân,Xã,86,Tỉnh Vĩnh Long
29329,Xã Phong Thạnh,Xã,86,Tỉnh Vĩnh Long
29335,Xã Tam Ngãi,Xã,86,Tỉnh Vĩnh Long
29341,Xã Tiểu Cần,Xã,86,Tỉnh Vĩnh Long
29362,Xã Hùng Hòa,Xã,86,Tỉnh Vĩnh Long
29365,Xã Tập Ngãi,Xã,86,Tỉnh Vĩnh Long
29371,Xã Tân Hòa,Xã,86,Tỉnh Vĩnh Long
29374,Xã Châu Thành,Xã,86,Tỉnh Vĩnh Long
29386,Xã Song Lộc,Xã,86,Tỉnh Vĩnh Long
29398,Phường Hòa Thuận,Phường,86,Tỉnh Vĩnh Long
29407,Xã Hưng Mỹ,Xã,86,Tỉnh Vĩnh Long
29410,Xã Hòa Minh,Xã,86,Tỉnh Vĩnh Long
29413,Xã Long Hòa,Xã,86,Tỉnh Vĩnh Long
29416,Xã Cầu Ngang,Xã,86,Tỉnh Vĩnh Long
29419,Xã Mỹ Long,Xã,86,Tỉnh Vĩnh Long
29431,Xã Vinh Kim,Xã,86,Tỉnh Vĩnh Long
29446,Xã Nhị Trường,Xã,86,Tỉnh Vĩnh Long
29455,Xã Hiệp Mỹ,Xã,86,Tỉnh Vĩnh Long
29461,Xã Trà Cú,Xã,86,Tỉnh Vĩnh Long
29467,Xã Tập Sơn,Xã,86,Tỉnh Vĩnh Long
29476,Xã Lưu Nghiệp Anh,Xã,86,Tỉnh Vĩnh Long
29489,Xã Hàm Giang,Xã,86,Tỉnh Vĩnh Long
29491,Xã Đại An,Xã,86,Tỉnh Vĩnh Long
29497,Xã Đôn Châu,Xã,86,Tỉnh Vĩnh Long
29506,Xã Long Hiệp,Xã,86,Tỉnh Vĩnh Long
29512,Phường Duyên Hải,Phường,86,Tỉnh Vĩnh Long
29513,Xã Long Thành,Xã,86,Tỉnh Vĩnh Long
29516,Phường Trường Long Hòa,Phường,86,Tỉnh Vĩnh Long
29518,Xã Long Hữu,Xã,86,Tỉnh Vĩnh Long
29530,Xã Ngũ Lạc,Xã,86,Tỉnh Vĩnh Long
29533,Xã Long Vĩnh,Xã,86,Tỉnh Vĩnh Long
29536,Xã Đông Hải,Xã,86,Tỉnh Vĩnh Long
29551,Phường Long Châu,Phường,86,Tỉnh Vĩnh Long
29557,Phường Phước Hậu,Phường,86,Tỉnh Vĩnh Long
29566,Phường Tân Ngãi,Phường,86,Tỉnh Vĩnh Long
29584,Xã An Bình,Xã,86,Tỉnh Vĩnh Long
29590,Phường Thanh Đức,Phường,86,Tỉnh Vĩnh Long
29593,Phường Tân Hạnh,Phường,86,Tỉnh Vĩnh Long
29602,Xã Long Hồ,Xã,86,Tỉnh Vĩnh Long
29611,Xã Phú Quới,Xã,86,Tỉnh Vĩnh Long
29623,Xã Nhơn Phú,Xã,86,Tỉnh Vĩnh Long
29638,Xã Bình Phước,Xã,86,Tỉnh Vĩnh Long
29641,Xã Cái Nhum,Xã,86,Tỉnh Vĩnh Long
29653,Xã Tân Long Hội,Xã,86,Tỉnh Vĩnh Long
29659,Xã Trung Thành,Xã,86,Tỉnh Vĩnh Long
29668,Xã Quới An,Xã,86,Tỉnh Vĩnh Long
29677,Xã Quới Thiện,Xã,86,Tỉnh Vĩnh Long
29683,Xã Trung Hiệp,Xã,86,Tỉnh Vĩnh Long
29698,Xã Trung Ngãi,Xã,86,Tỉnh Vĩnh Long
29701,Xã Hiếu Phụng,Xã,86,Tỉnh Vĩnh Long
29713,Xã Hiếu Thành,Xã,86,Tỉnh Vĩnh Long
29719,Xã Tam Bình,Xã,86,Tỉnh Vĩnh Long
29728,Xã Cái Ngang,Xã,86,Tỉnh Vĩnh Long
29734,Xã Hòa Hiệp,Xã,86,Tỉnh Vĩnh Long
29740,Xã Song Phú,Xã,86,Tỉnh Vĩnh Long
29767,Xã Ngãi Tứ,Xã,86,Tỉnh Vĩnh Long
29770,Phường Cái Vồn,Phường,86,Tỉnh Vĩnh Long
29771,Phường Bình Minh,Phường,86,Tỉnh Vĩnh Long
29785,Xã Tân Lược,Xã,86,Tỉnh Vĩnh Long
29788,Xã Mỹ Thuận,Xã,86,Tỉnh Vĩnh Long
29800,Xã Tân Quới,Xã,86,Tỉnh Vĩnh Long
29812,Phường Đông Thành,Phường,86,Tỉnh Vĩnh Long
29821,Xã Trà Ôn,Xã,86,Tỉnh Vĩnh Long
29830,Xã Hòa Bình,Xã,86,Tỉnh Vĩnh Long
29836,Xã Trà Côn,Xã,86,Tỉnh Vĩnh Long
29845,Xã Vĩnh Xuân,Xã,86,Tỉnh Vĩnh Long
29857,Xã Lục Sĩ Thành,Xã,86,Tỉnh Vĩnh Long
30292,Phường Bình Đức,Phường,91,Tỉnh An Giang
30301,Phường Mỹ Thới,Phường,91,Tỉnh An Giang
30307,Phường Long Xuyên,Phường,91,Tỉnh An Giang
30313,Xã Mỹ Hòa Hưng,Xã,91,Tỉnh An Giang
30316,Phường Châu Đốc,Phường,91,Tỉnh An Giang
30325,Phường Vĩnh Tế,Phường,91,Tỉnh An Giang
30337,Xã An Phú,Xã,91,Tỉnh An Giang
30341,Xã Khánh Bình,Xã,91,Tỉnh An Giang
30346,Xã Nhơn Hội,Xã,91,Tỉnh An Giang
30352,Xã Phú Hữu,Xã,91,Tỉnh An Giang
30367,Xã Vĩnh Hậu,Xã,91,Tỉnh An Giang
30376,Phường Tân Châu,Phường,91,Tỉnh An Giang
30377,Phường Long Phú,Phường,91,Tỉnh An Giang
30385,Xã Vĩnh Xương,Xã,91,Tỉnh An Giang
30388,Xã Tân An,Xã,91,Tỉnh An Giang
30403,Xã Châu Phong,Xã,91,Tỉnh An Giang
30406,Xã Phú Tân,Xã,91,Tỉnh An Giang
30409,Xã Chợ Vàm,Xã,91,Tỉnh An Giang
30421,Xã Phú Lâm,Xã,91,Tỉnh An Giang
30430,Xã Hòa Lạc,Xã,91,Tỉnh An Giang
30436,Xã Phú An,Xã,91,Tỉnh An Giang
30445,Xã Bình Thạnh Đông,Xã,91,Tỉnh An Giang
30463,Xã Châu Phú,Xã,91,Tỉnh An Giang
30469,Xã Mỹ Đức,Xã,91,Tỉnh An Giang
30478,Xã Vĩnh Thạnh Trung,Xã,91,Tỉnh An Giang
30481,Xã Thạnh Mỹ Tây,Xã,91,Tỉnh An Giang
30487,Xã Bình Mỹ,Xã,91,Tỉnh An Giang
30502,Phường Thới Sơn,Phường,91,Tỉnh An Giang
30505,Phường Chi Lăng,Phường,91,Tỉnh An Giang
30520,Phường Tịnh Biên,Phường,91,Tỉnh An Giang
30526,Xã An Cư,Xã,91,Tỉnh An Giang
30538,Xã Núi Cấm,Xã,91,Tỉnh An Giang
30544,Xã Tri Tôn,Xã,91,Tỉnh An Giang
30547,Xã Ba Chúc,Xã,91,Tỉnh An Giang
30568,Xã Vĩnh Gia,Xã,91,Tỉnh An Giang
30577,Xã Ô Lâm,Xã,91,Tỉnh An Giang
30580,Xã Cô Tô,Xã,91,Tỉnh An Giang
30589,Xã An Châu,Xã,91,Tỉnh An Giang
30595,Xã Cần Đăng,Xã,91,Tỉnh An Giang
30604,Xã Vĩnh An,Xã,91,Tỉnh An Giang
30607,Xã Bình Hòa,Xã,91,Tỉnh An Giang
30619,Xã Vĩnh Hanh,Xã,91,Tỉnh An Giang
30628,Xã Chợ Mới,Xã,91,Tỉnh An Giang
30631,Xã Long Điền,Xã,91,Tỉnh An Giang
30643,Xã Cù Lao Giêng,Xã,91,Tỉnh An Giang
30658,Xã Nhơn Mỹ,Xã,91,Tỉnh An Giang
30664,Xã Long Kiến,Xã,91,Tỉnh An Giang
30673,Xã Hội An,Xã,91,Tỉnh An Giang
30682,Xã Thoại Sơn,Xã,91,Tỉnh An Giang
30685,Xã Phú Hòa,Xã,91,Tỉnh An Giang
30688,Xã Óc Eo,Xã,91,Tỉnh An Giang
30691,Xã Tây Phú,Xã,91,Tỉnh An Giang
30697,Xã Vĩnh Trạch,Xã,91,Tỉnh An Giang
30709,Xã Định Mỹ,Xã,91,Tỉnh An Giang
30742,Phường Rạch Giá,Phường,91,Tỉnh An Giang
30760,Phường Vĩnh Thông,Phường,91,Tỉnh An Giang
30766,Phường Tô Châu,Phường,91,Tỉnh An Giang
30769,Phường Hà Tiên,Phường,91,Tỉnh An Giang
30781,Xã Tiên Hải,Xã,91,Tỉnh An Giang
30787,Xã Kiên Lương,Xã,91,Tỉnh An Giang
30790,Xã Hòa Điền,Xã,91,Tỉnh An Giang
30793,Xã Vĩnh Điều,Xã,91,Tỉnh An Giang
30796,Xã Giang Thành,Xã,91,Tỉnh An Giang
30811,Xã Sơn Hải,Xã,91,Tỉnh An Giang
30814,Xã Hòn Nghệ,Xã,91,Tỉnh An Giang
30817,Xã Hòn Đất,Xã,91,Tỉnh An Giang
30823,Xã Bình Sơn,Xã,91,Tỉnh An Giang
30826,Xã Bình Giang,Xã,91,Tỉnh An Giang
30835,Xã Sơn Kiên,Xã,91,Tỉnh An Giang
30838,Xã Mỹ Thuận,Xã,91,Tỉnh An Giang
30850,Xã Tân Hiệp,Xã,91,Tỉnh An Giang
30856,Xã Tân Hội,Xã,91,Tỉnh An Giang
30874,Xã Thạnh Đông,Xã,91,Tỉnh An Giang
30880,Xã Châu Thành,Xã,91,Tỉnh An Giang
30886,Xã Thạnh Lộc,Xã,91,Tỉnh An Giang
30898,Xã Bình An,Xã,91,Tỉnh An Giang
30904,Xã Giồng Riềng,Xã,91,Tỉnh An Giang
30910,Xã Thạnh Hưng,Xã,91,Tỉnh An Giang
30928,Xã Ngọc Chúc,Xã,91,Tỉnh An Giang
30934,Xã Hòa Hưng,Xã,91,Tỉnh An Giang
30943,Xã Long Thạnh,Xã,91,Tỉnh An Giang
30949,Xã Hòa Thuận,Xã,91,Tỉnh An Giang
30952,Xã Gò Quao,Xã,91,Tỉnh An Giang
30958,Xã Định Hòa,Xã,91,Tỉnh An Giang
30970,Xã Vĩnh Hòa Hưng,Xã,91,Tỉnh An Giang
30982,Xã Vĩnh Tuy,Xã,91,Tỉnh An Giang
30985,Xã An Biên,Xã,91,Tỉnh An Giang
30988,Xã Tây Yên,Xã,91,Tỉnh An Giang
31006,Xã Đông Thái,Xã,91,Tỉnh An Giang
31012,Xã Vĩnh Hòa,Xã,91,Tỉnh An Giang
31018,Xã An Minh,Xã,91,Tỉnh An Giang
31024,Xã Đông Hòa,Xã,91,Tỉnh An Giang
31027,Xã U Minh Thượng,Xã,91,Tỉnh An Giang
31031,Xã Tân Thạnh,Xã,91,Tỉnh An Giang
31036,Xã Đông Hưng,Xã,91,Tỉnh An Giang
31042,Xã Vân Khánh,Xã,91,Tỉnh An Giang
31051,Xã Vĩnh Phong,Xã,91,Tỉnh An Giang
31064,Xã Vĩnh Bình,Xã,91,Tỉnh An Giang
31069,Xã Vĩnh Thuận,Xã,91,Tỉnh An Giang
31078,Đặc khu Phú Quốc,Đặc khu,91,Tỉnh An Giang
31105,Đặc khu Thổ Châu,Đặc khu,91,Tỉnh An Giang
31108,Đặc khu Kiên Hải,Đặc khu,91,Tỉnh An Giang
31120,Phường Cái Khế,Phường,92,Thành phố Cần Thơ
31135,Phường Ninh Kiều,Phường,92,Thành phố Cần Thơ
31147,Phường Tân An,Phường,92,Thành phố Cần Thơ
31150,Phường An Bình,Phường,92,Thành phố Cần Thơ
31153,Phường Ô Môn,Phường,92,Thành phố Cần Thơ
31157,Phường Thới Long,Phường,92,Thành phố Cần Thơ
31162,Phường Phước Thới,Phường,92,Thành phố Cần Thơ
31168,Phường Bình Thủy,Phường,92,Thành phố Cần Thơ
31174,Phường Thới An Đông,Phường,92,Thành phố Cần Thơ
31183,Phường Long Tuyền,Phường,92,Thành phố Cần Thơ
31186,Phường Cái Răng,Phường,92,Thành phố Cần Thơ
31201,Phường Hưng Phú,Phường,92,Thành phố Cần Thơ
31207,Phường Thốt Nốt,Phường,92,Thành phố Cần Thơ
31213,Phường Tân Lộc,Phường,92,Thành phố Cần Thơ
31217,Phường Trung Nhứt,Phường,92,Thành phố Cần Thơ
31228,Phường Thuận Hưng,Phường,92,Thành phố Cần Thơ
31231,Xã Thạnh An,Xã,92,Thành phố Cần Thơ
31232,Xã Vĩnh Thạnh,Xã,92,Thành phố Cần Thơ
31237,Xã Vĩnh Trinh,Xã,92,Thành phố Cần Thơ
31246,Xã Thạnh Quới,Xã,92,Thành phố Cần Thơ
31249,Xã Thạnh Phú,Xã,92,Thành phố Cần Thơ
31255,Xã Trung Hưng,Xã,92,Thành phố Cần Thơ
31258,Xã Thới Lai,Xã,92,Thành phố Cần Thơ
31261,Xã Cờ Đỏ,Xã,92,Thành phố Cần Thơ
31264,Xã Thới Hưng,Xã,92,Thành phố Cần Thơ
31273,Xã Đông Hiệp,Xã,92,Thành phố Cần Thơ
31282,Xã Đông Thuận,Xã,92,Thành phố Cần Thơ
31288,Xã Trường Thành,Xã,92,Thành phố Cần Thơ
31294,Xã Trường Xuân,Xã,92,Thành phố Cần Thơ
31299,Xã Phong Điền,Xã,92,Thành phố Cần Thơ
31309,Xã Trường Long,Xã,92,Thành phố Cần Thơ
31315,Xã Nhơn Ái,Xã,92,Thành phố Cần Thơ
31321,Phường Vị Thanh,Phường,92,Thành phố Cần Thơ
31333,Phường Vị Tân,Phường,92,Thành phố Cần Thơ
31338,Xã Hỏa Lựu,Xã,92,Thành phố Cần Thơ
31340,Phường Ngã Bảy,Phường,92,Thành phố Cần Thơ
31342,Xã Tân Hòa,Xã,92,Thành phố Cần Thơ
31348,Xã Trường Long Tây,Xã,92,Thành phố Cần Thơ
31360,Xã Thạnh Xuân,Xã,92,Thành phố Cần Thơ
31366,Xã Châu Thành,Xã,92,Thành phố Cần Thơ
31369,Xã Đông Phước,Xã,92,Thành phố Cần Thơ
31378,Xã Phú Hữu,Xã,92,Thành phố Cần Thơ
31393,Xã Hòa An,Xã,92,Thành phố Cần Thơ
31396,Xã Hiệp Hưng,Xã,92,Thành phố Cần Thơ
31399,Xã Tân Bình,Xã,92,Thành phố Cần Thơ
31408,Xã Thạnh Hòa,Xã,92,Thành phố Cần Thơ
31411,Phường Đại Thành,Phường,92,Thành phố Cần Thơ
31420,Xã Phụng Hiệp,Xã,92,Thành phố Cần Thơ
31426,Xã Phương Bình,Xã,92,Thành phố Cần Thơ
31432,Xã Tân Phước Hưng,Xã,92,Thành phố Cần Thơ
31441,Xã Vị Thủy,Xã,92,Thành phố Cần Thơ
31453,Xã Vĩnh Thuận Đông,Xã,92,Thành phố Cần Thơ
31459,Xã  Vĩnh Tường,Xã,92,Thành phố Cần Thơ
31465,Xã Vị Thanh 1,Xã,92,Thành phố Cần Thơ
31471,Phường Long Mỹ  ,Phường,92,Thành phố Cần Thơ
31473,Phường Long Bình,Phường,92,Thành phố Cần Thơ
31480,Phường Long Phú 1,Phường,92,Thành phố Cần Thơ
31489,Xã Vĩnh Viễn,Xã,92,Thành phố Cần Thơ
31492,Xã Lương Tâm,Xã,92,Thành phố Cần Thơ
31495,Xã Xà Phiên,Xã,92,Thành phố Cần Thơ
31507,Phường Sóc Trăng,Phường,92,Thành phố Cần Thơ
31510,Phường Phú Lợi,Phường,92,Thành phố Cần Thơ
31528,Xã Kế Sách,Xã,92,Thành phố Cần Thơ
31531,Xã An Lạc Thôn,Xã,92,Thành phố Cần Thơ
31537,Xã Phong Nẫm,Xã,92,Thành phố Cần Thơ
31540,Xã Thới An Hội,Xã,92,Thành phố Cần Thơ
31552,Xã Nhơn Mỹ,Xã,92,Thành phố Cần Thơ
31561,Xã Đại Hải,Xã,92,Thành phố Cần Thơ
31567,Xã Mỹ Tú,Xã,92,Thành phố Cần Thơ
31569,Xã Phú Tâm,Xã,92,Thành phố Cần Thơ
31570,Xã Hồ Đắc Kiện,Xã,92,Thành phố Cần Thơ
31579,Xã Long Hưng,Xã,92,Thành phố Cần Thơ
31582,Xã Thuận Hòa,Xã,92,Thành phố Cần Thơ
31591,Xã Mỹ Hương,Xã,92,Thành phố Cần Thơ
31594,Xã An Ninh,Xã,92,Thành phố Cần Thơ
31603,Xã Mỹ Phước,Xã,92,Thành phố Cần Thơ
31615,Xã An Thạnh,Xã,92,Thành phố Cần Thơ
31633,Xã Cù Lao Dung,Xã,92,Thành phố Cần Thơ
31639,Xã Long Phú,Xã,92,Thành phố Cần Thơ
31645,Xã Đại Ngãi,Xã,92,Thành phố Cần Thơ
31654,Xã Trường Khánh,Xã,92,Thành phố Cần Thơ
31666,Xã Tân Thạnh,Xã,92,Thành phố Cần Thơ
31673,Xã Trần Đề,Xã,92,Thành phố Cần Thơ
31675,Xã Liêu Tú,Xã,92,Thành phố Cần Thơ
31679,Xã Lịch Hội Thượng,Xã,92,Thành phố Cần Thơ
31684,Phường Mỹ Xuyên,Phường,92,Thành phố Cần Thơ
31687,Xã Tài Văn,Xã,92,Thành phố Cần Thơ
31699,Xã Thạnh Thới An,Xã,92,Thành phố Cần Thơ
31708,Xã Nhu Gia,Xã,92,Thành phố Cần Thơ
31717,Xã Hòa Tú,Xã,92,Thành phố Cần Thơ
31723,Xã Ngọc Tố,Xã,92,Thành phố Cần Thơ
31726,Xã Gia Hòa,Xã,92,Thành phố Cần Thơ
31732,Phường Ngã Năm,Phường,92,Thành phố Cần Thơ
31741,Xã Tân Long,Xã,92,Thành phố Cần Thơ
31753,Phường Mỹ Quới,Phường,92,Thành phố Cần Thơ
